k,z,paa,err_paa,N_aa,ptt,err_ptt,N_tt,pab,err_pab,N_ab,pbb,err_pbb
0.005207948328595465,4.0,78.43481580529536,8.700330813279228,88.0,61.11560680988638,7.458896570201544,48.0,27.091980155530454,9.035000214674831,33.0,19.163705051214393,8.255954625735544
0.006683439175686149,4.0,62.66131566447754,5.938054170295464,102.0,70.56996700631366,8.1686360842108,65.0,26.086724820477734,7.877292561557459,25.0,36.39153646210747,8.72510072713764
0.008576958985908946,4.0,57.244880908187035,4.975651635243987,132.0,47.433693558690926,6.659895459118055,69.0,22.669321792776252,7.135663903048109,51.0,16.96972569336444,6.897549325482336
0.011006941712522098,4.0,50.02485649331312,4.6749420294712865,170.0,43.1651234958947,3.723945335016863,100.0,29.12291517166023,5.350798440632145,58.0,18.244595586937173,4.043019440111151
0.01412537544622754,4.0,44.245304627301,2.8149299394519725,228.0,41.82006328893622,4.061834576731205,130.0,24.364676223657735,4.050041795991865,67.0,21.90944338216156,4.183271675231426
0.018127308811846987,4.0,32.41049743546494,1.950055574352751,292.0,32.378555788278874,2.153154610275056,163.0,12.427944667189974,3.255036495674623,96.0,16.767833207199807,2.2509424033893457
0.02326305067153626,4.0,30.328888045097784,1.7103599024307783,362.0,25.42977382904803,1.8577670672244604,213.0,12.961561114438508,1.7843859882848572,119.0,12.26272691090811,1.9867496747140208
0.029853826189179606,4.0,21.465425875436637,0.933775656307017,466.0,18.372758001230906,1.2089991983822248,270.0,9.010689195914509,1.3961880942733114,153.0,9.155453242441302,1.2668882651949158
0.03831186849557289,4.0,14.469784146539295,0.6254032651095429,601.0,11.513278528466527,0.7692456278346179,347.0,5.601929652122951,0.9276431440178156,198.0,4.610201170726178,0.8079710128217004
0.04916620262745643,4.0,8.985575950762422,0.34467532781407456,784.0,7.500928892085214,0.3756134996397172,440.0,2.343067978559995,0.39041823652995983,253.0,3.5060616131640003,0.40525991758159907
0.06309573444801933,4.0,5.546780073286039,0.2456654094312203,991.0,4.824456552302903,0.25833403551582607,572.0,1.3428739518087076,0.255321832481644,321.0,2.714281478265921,0.2708766548165829
0.00316227766016838,4.2,100.64270308040928,20.282120117890063,17.0,94.98808865997931,19.47840892904236,20.0,15.674706887218974,15.11703312146478,11.0,33.84765891193643,20.8359820888331
0.004058198942243799,4.2,77.88589600230108,13.302846027615637,30.0,67.10304502739844,15.918120635464549,27.0,53.07384976089918,19.460262429433875,12.0,20.88014878700021,16.349952260942487
0.005207948328595465,4.2,103.93547761746015,14.006601193875948,30.0,97.75535910890787,12.820432875974383,29.0,61.70330903386207,14.183504935073463,21.0,44.49332390375222,13.367240729165102
0.006683439175686149,4.2,101.14915172188914,9.159779725077012,44.0,70.15449977727893,11.553040761283341,39.0,37.689516231171886,12.399638370366482,17.0,29.563758738821587,11.786958440414775
0.008576958985908946,4.2,78.85672368074384,10.803422450264792,59.0,52.161464061549985,5.825064247590101,52.0,29.17156277621495,11.219859878602998,30.0,17.112770456072795,6.157376035036708
0.011006941712522098,4.2,55.04697788168751,7.254393698503948,71.0,49.66438522722349,4.801731895626948,67.0,15.277419987951605,5.635286300853606,36.0,18.748114807462986,5.181974674028593
0.01412537544622754,4.2,42.49690231324319,4.405468618402625,99.0,44.68593109163851,5.7224183399798205,83.0,15.532454890630307,8.500915170593926,39.0,20.6259700037748,5.823031992849192
0.018127308811846987,4.2,39.23434720609726,4.433251242153005,120.0,35.71308134210351,4.455832354688587,109.0,16.189558072398185,3.151087267508697,60.0,14.065234875821991,4.528291740673546
0.02326305067153626,4.2,29.164247418167072,2.2248788829656903,155.0,28.973699233146032,1.8893243164212283,144.0,10.508884183417731,2.532579584911304,72.0,12.52246355110033,1.9991882439112203
0.029853826189179606,4.2,24.76119357838335,2.1200226996928313,202.0,21.688115114585514,1.1607498500845084,180.0,9.206219680943347,2.3501652073667216,93.0,10.157511941939164,1.2210873416624464
0.03831186849557289,4.2,14.787413475293667,1.2389798538192793,248.0,16.97712180532668,1.120265145747663,223.0,4.711882818807356,0.7899582047824361,121.0,8.784198618542177,1.1550063058643791
0.04916620262745643,4.2,9.836674226911446,0.7478594005109435,330.0,11.333661326712875,0.8459069204496972,295.0,3.522851951847815,0.7013598422262298,153.0,5.941102679914633,0.8650176152405926
0.06309573444801933,4.2,6.6766020416445,0.33467138619519904,421.0,7.2387347771971475,0.5029950574948345,378.0,1.273398738405782,0.3734320390946606,196.0,4.139387577765113,0.5156230745687415
