k,z,paa,err_paa,N_aa,ptt,err_ptt,N_tt,pab,err_pab,N_ab,pbb,err_pbb
0.00316227766016838,3.0,39.18338015778514,5.841900867613849,37.0,,,0.0,,,0.0,,
0.004058198942243799,3.0,43.8684241210665,5.042388158914896,50.0,,,0.0,,,0.0,,
0.005207948328595465,3.0,32.11856326356407,2.664687761811217,69.0,,,0.0,,,0.0,,
0.006683439175686149,3.0,24.41089594683681,2.7329164910259873,83.0,,,0.0,,,0.0,,
0.008576958985908946,3.0,21.81217294075468,1.8722871886944112,105.0,,,0.0,,,0.0,,
0.011006941712522098,3.0,22.49170615277658,1.9465905453410348,135.0,,,0.0,,,0.0,,
0.01412537544622754,3.0,18.31804396930357,1.309506837485492,174.0,,,0.0,,,0.0,,
0.018127308811846987,3.0,13.499074526535235,1.0910248268625906,229.0,,,0.0,,,0.0,,
0.02326305067153626,3.0,10.193878019105913,0.6331800846085534,284.0,,,0.0,,,0.0,,
0.029853826189179606,3.0,7.061265141183551,0.4629454240196058,370.0,,,0.0,,,0.0,,
0.03831186849557289,3.0,4.990697701957712,0.2740110428048951,474.0,,,0.0,,,0.0,,
0.04916620262745643,3.0,2.9742291660305016,0.1564400686461526,612.0,,,0.0,,,0.0,,
0.06309573444801933,3.0,1.4280020958863917,0.07800183396954803,780.0,,,0.0,,,0.0,,
0.00316227766016838,3.2,54.46236019414246,6.561588712712537,86.0,,,0.0,,,0.0,,
0.004058198942243799,3.2,46.754350199142245,5.721607205435598,95.0,,,0.0,,,0.0,,
0.005207948328595465,3.2,41.951901758671994,3.53915932634288,132.0,,,0.0,,,0.0,,
0.006683439175686149,3.2,34.17843054420618,3.066067060980085,180.0,,,0.0,,,0.0,,
0.008576958985908946,3.2,30.4639678653265,1.794987234238875,221.0,,,0.0,,,0.0,,
0.011006941712522098,3.2,24.920527908957528,1.5742418286028446,271.0,,,0.0,,,0.0,,
0.01412537544622754,3.2,19.910619906774656,1.000630691146525,358.0,,,0.0,,,0.0,,
0.018127308811846987,3.2,15.610722581079068,0.6562521829506363,449.0,,,0.0,,,0.0,,
0.02326305067153626,3.2,13.16704691813992,0.7041844885486295,583.0,,,0.0,,,0.0,,
0.029853826189179606,3.2,9.217304758789606,0.3785852807488969,764.0,,,0.0,,,0.0,,
0.03831186849557289,3.2,6.903077357740348,0.24714028732169246,984.0,,,0.0,,,0.0,,
0.04916620262745643,3.2,3.994867278921213,0.15215156813733027,1251.0,,,0.0,,,0.0,,
0.06309573444801933,3.2,2.110175074036981,0.08147200880504976,1608.0,,,0.0,,,0.0,,
0.00316227766016838,3.4,61.14042974804287,7.397954798400472,76.0,58.073766477279555,11.080362146849806,29.0,34.936667497255286,9.401901960271259,22.0,,
0.004058198942243799,3.4,46.22289624039823,3.7328774919485457,128.0,30.444393767779736,5.412967088694616,21.0,27.04020732787571,9.332121229890378,19.0,,
0.005207948328595465,3.4,53.26203520515565,3.7841281141216094,181.0,44.25143917911678,5.536673246602167,44.0,23.343809754450398,4.695071041757313,38.0,,
0.006683439175686149,3.4,40.59074103845735,2.3365869220276636,241.0,31.070516330553797,3.3460447327904634,50.0,19.247146058334067,6.635729458361961,29.0,,
0.008576958985908946,3.4,35.0486936054772,1.9954714100412325,297.0,38.35337551725193,5.799851964065563,60.0,23.51556320952065,4.602166525207668,54.0,,
0.011006941712522098,3.4,30.91627041976049,1.9483922410009205,370.0,32.16278364187571,4.098658682938529,87.0,16.504200894244107,3.3878203383299366,63.0,,
0.01412537544622754,3.4,24.059961087863712,1.0777893727476708,448.0,21.42515449423901,2.0831755624781647,99.0,12.330585218370896,2.3926423098639855,73.0,,
0.018127308811846987,3.4,21.647846466281518,0.8068358665568933,612.0,18.0140878466872,1.5271886088493154,135.0,9.446978781033103,1.3435488648910796,105.0,,
0.02326305067153626,3.4,16.4512356820457,0.6536109408297012,796.0,13.425499200518622,0.9602816714344327,174.0,7.250689192653057,1.1323181560598548,128.0,,
0.029853826189179606,3.4,11.530603172646346,0.3790964013243223,992.0,9.39379136069618,0.5189927722999098,220.0,4.849658583866846,0.7663700317968263,166.0,,
0.03831186849557289,3.4,8.192923186784501,0.2811504398172746,1290.0,6.350519232328929,0.4205967539488533,282.0,3.320804411518015,0.3889664714165093,218.0,,
0.04916620262745643,3.4,5.392558646798243,0.18082299801693272,1621.0,3.5436182240503715,0.22679797384980252,366.0,1.712520991923042,0.20819646761246235,276.0,,
0.06309573444801933,3.4,3.0993471994320334,0.1134157271435052,2139.0,2.2086112647667147,0.1977007990926296,466.0,0.6541132048698401,0.09289896923552751,350.0,,
0.00316227766016838,3.6,68.10526049414774,7.435992545115436,101.0,64.16090870921454,8.865540393830543,35.0,40.0871510701894,13.195089966721342,17.0,,
0.004058198942243799,3.6,60.643924705774914,4.9451962853727105,116.0,49.318126458651065,4.686206341498695,36.0,33.512204659306285,10.577638536260764,20.0,,
0.005207948328595465,3.6,51.47045389654853,4.3526332139185255,162.0,50.67993045309744,6.402567987078467,58.0,15.405793927926235,6.1963029659483935,30.0,,
0.006683439175686149,3.6,43.93449961991131,2.983822361725254,172.0,45.45803795682538,6.047023722951491,72.0,21.971475751396408,6.130146739841964,25.0,,
0.008576958985908946,3.6,45.03210583953208,2.5131510174209564,271.0,38.17908621761454,3.56236616873177,91.0,24.307723243998733,4.896349013010598,49.0,,
0.011006941712522098,3.6,38.67713113392555,2.283234254099242,295.0,29.248906546340386,2.749489727852601,119.0,18.318885555523867,4.055355866862424,55.0,,
0.01412537544622754,3.6,29.872860105565163,1.462015305078107,430.0,28.21079028840811,2.0862431618332646,149.0,14.286276943670336,1.8627684754181335,67.0,,
0.018127308811846987,3.6,24.75687107666491,1.1562650921000184,506.0,22.184371911531986,1.5903446842429907,190.0,14.204101654144356,2.5151991124570197,90.0,,
0.02326305067153626,3.6,20.437778949318837,0.7755409618868857,672.0,18.584324842667503,1.0907898412347372,253.0,10.080619145511703,1.085738279732368,116.0,,
0.029853826189179606,3.6,15.432536882622864,0.5597685100875288,888.0,13.863028972789365,0.9305455970614384,316.0,7.077463654137458,0.610368295761697,150.0,,
0.03831186849557289,3.6,10.683546357929828,0.3911351358245163,1111.0,8.75455681058578,0.9667486763589669,404.0,3.02149912251832,0.8336213176730557,188.0,,
0.04916620262745643,3.6,8.227410357985795,0.27825248147852333,1408.0,6.212679066452161,1.5611880757967183,523.0,1.7093531354674358,0.167879287559579,245.0,,
0.06309573444801933,3.6,5.2196775605794175,0.20738808486322174,1834.0,5.095257610350094,2.217416046675161,674.0,0.7276978052843938,0.15489411080459292,308.0,,
0.00316227766016838,3.8,94.25791853598083,10.577279748672439,91.0,106.14150540309154,22.85010497704563,17.0,59.924520163203404,24.43201092675957,14.0,66.95812524530639,23.585061017708494
0.004058198942243799,3.8,86.19847470714312,9.179575309592297,97.0,78.26139221291027,12.887052988320603,29.0,48.543212504489745,13.191106910012405,16.0,34.39296809184376,13.838418011786901
0.005207948328595465,3.8,67.32752381489914,7.183075892496553,110.0,50.91319800272336,7.3774544342830115,37.0,20.645187839089804,7.7538009913207775,30.0,18.794634739159285,7.843940004734135
0.006683439175686149,3.8,58.66540231177656,3.8860856887812085,193.0,54.17490379334586,9.188183801601493,46.0,40.39230030651525,16.73751827698723,19.0,29.764007846509053,9.586008247385033
0.008576958985908946,3.8,53.16608955319962,3.387903369617884,201.0,48.50629639692252,6.226581552451396,60.0,27.05546247518589,5.685940737728651,45.0,26.694123456167844,6.5019825550579
0.011006941712522098,3.8,42.22560659155759,3.1853454184819414,257.0,37.2870762503326,4.25739361629051,73.0,20.483289924318203,4.49731441595512,49.0,14.795370097556017,4.68130485604626
0.01412537544622754,3.8,38.95312103808021,2.264339216400631,350.0,31.968572280728623,3.2660924636491178,99.0,21.263993343195047,4.592574077075354,52.0,13.650528311425047,3.5188305072178196
0.018127308811846987,3.8,30.96655156211421,1.8144713331076776,452.0,24.768102332272946,2.4052056587861768,127.0,13.94112904953438,3.28539645374156,82.0,11.26902780573771,2.6410886834575606
0.02326305067153626,3.8,22.34506766829032,0.7641621953525983,591.0,20.087816563787662,1.4708257529173685,156.0,11.883742994559029,1.137688591034721,95.0,9.893938544681749,1.6013261426048844
0.029853826189179606,3.8,16.246652097187365,0.7128642730425366,749.0,15.785790620692534,1.0467849437701622,205.0,6.880946787465424,1.068213211261247,129.0,8.724525479508985,1.1445860317706984
0.03831186849557289,3.8,11.418626427743394,0.3854229083619067,951.0,10.732504149889776,0.8147082430146855,263.0,3.718527869677919,0.6851952840145943,164.0,5.741806447932063,0.8595531239051498
0.04916620262745643,3.8,7.806943675096548,0.2762971437925996,1207.0,6.524105859685311,0.45543534502973365,346.0,2.2805252993397453,0.33898624424210405,210.0,3.5498766936548085,0.48155461640437575
0.06309573444801933,3.8,4.30161583342009,0.14957727081295616,1588.0,4.000417152249357,0.31719683786440056,432.0,0.8703138277249476,0.2683866685793366,261.0,2.5724150563629644,0.32664678179003653
0.00316227766016838,4.0,105.37430031259541,18.574421588373195,38.0,105.39486308715988,24.319143032029544,26.0,55.05518654521412,17.715794745268717,19.0,50.932502893017435,25.188790448274954
0.004058198942243799,4.0,89.5243591523069,9.268106363745867,70.0,80.19922724913584,12.700525722257446,39.0,33.31238044520116,12.985696312180883,21.0,33.4448770499936,13.929829239262611
